风速(m/s),风向,室外温度,电网有功功率
11.06,-59.48,21.6,0
11.39,-57.51,21.59,0
11.83,-58.36,21.49,0
6.82,-71.32,21.8,0
6.75,-75.24,21.84,0
6.73,-75.26,21.83,0
6.96,-72.19,21.82,0
6.55,-67.58,21.82,0
5.7,-64.94,21.84,0
5.69,-63.56,21.83,0
5.2,-60.18,21.81,0
6.09,-54.32,21.82,0
5.97,-53.44,21.79,0
6.18,-53.79,21.77,0
7.24,-55.86,21.71,0
6.93,-58.2,21.72,0
6.69,-60,21.73,0
6.86,-63.19,21.72,0
6.73,-64.45,21.74,0
7.01,-58.53,21.73,0
7.67,-56.75,21.75,0
7.94,-57.53,21.71,0
7.29,-55.95,21.78,0
6.6,-57.25,21.79,0
6.56,-56,21.81,0
6.66,-55.19,21.7,0
6.39,-53.04,21.67,0
6.57,-52.4,21.61,0
6.41,-56.53,21.6,0
6.56,-59.26,21.58,0
6.35,-59.72,21.61,0
6.02,-57.62,21.61,0
6.06,-57.44,21.61,0
6.62,-52.84,21.63,0
6.5,-51.87,21.59,0
5.65,-52.81,21.58,0
6.53,-56.4,21.56,0
6.53,-59.67,21.56,0
6.78,-57.53,21.59,0
6.86,-55.09,21.57,0
6.45,-52.7,21.57,0
6.45,-54.07,21.54,0
6.45,-53.59,21.56,0
6.6,-54.66,21.54,0
6.75,-56.54,21.55,0
6.64,-52.49,21.54,0
6.53,-55.4,21.51,0
6.55,-56.32,21.51,0
6.26,-60.87,21.5,0
6.06,-64.1,21.52,0
6.25,-64.08,21.53,0
6.08,-64.65,21.54,0
5.69,-71.7,21.56,0
5.18,-66.17,21.54,0
5.42,-66.94,21.58,0
5.23,-68.18,21.6,0
5.64,-64.79,21.62,0
5.52,-59.21,21.6,0
5.88,-61.46,21.6,0
5.48,-64.18,21.61,0
5.62,-59.96,21.63,0
5.31,-58.3,21.68,0
5.19,-58.34,21.61,0
4.89,-59.97,21.59,0
4.65,-63.26,21.63,0
4.66,-62.27,21.62,0
4.68,-61.12,21.6,0
4.67,-66.67,21.61,0
4.69,-69.02,21.62,0
5.13,-69.55,21.63,0
4.4,-71.66,21.7,0
5.22,-66.57,21.63,0
6.04,-63.26,21.62,0
6.18,-86.07,21.5,0
4.49,-99.31,21,0
4.23,-88.18,20.91,0
3.7,-89.51,20.9,0
3.95,-88.74,20.92,0
4.12,-85.96,20.95,0
5.56,-76.23,21.12,0
5.58,-73.1,21.2,0
4.82,-79.61,21.21,0
4.5,-83.73,21.13,0
4.67,-84.74,21.07,0
5.08,-83.15,21.13,0
4.65,-81.83,21.18,0
5.05,-83.58,21.22,0
5.11,-90.86,21.27,0
4.43,-92.42,21.31,0
4.25,-96.81,21.36,0
3.74,-100.19,21.38,0
3.95,-95.04,21.4,0
3.38,-109.05,21.54,0
2.73,-114.76,21.59,0
2.21,-124.43,21.68,0
2.04,-124.59,21.78,0
1.93,-123.62,21.83,0
2.01,-100.13,21.78,0
2.25,-103.75,21.83,0
2.17,-111.15,21.8,0
1.8,-125.4,21.8,0
2.07,-117.48,21.67,0
2.45,-118.63,21.72,0
2.25,-118.06,21.69,0
2.57,-93.67,21.71,0
3.63,-86.44,21.68,0
2.75,-117.07,21.33,0
2,-106.78,21.25,0
3.51,-95.49,21.17,0
5.25,-67.2,20.89,0
5.11,-60.58,20.76,0
5.42,-59.23,20.7,0
6.51,-56.85,20.6,0
5.43,-55.46,20.67,0
4.93,-56.57,20.83,0
4.76,-61.93,21.1,0
4.88,-66.68,21.28,0
4.74,-69.55,21.38,0
4.16,-71.74,21.38,0
3.94,-76.48,21.38,0
4.19,-74.93,21.4,0
4.69,-73.26,21.33,0
4.78,-63.51,21.19,0
4.52,-63.44,21.14,0
4.27,-61.65,21.13,0
5.54,-58.83,20.76,0
4.98,-63.73,20.78,0
5.67,-65.03,20.8,0
5.69,-73.67,20.77,0
5.86,-74.22,20.82,0
6.43,-71.75,20.56,0
6.01,-76.15,20.47,0
5.81,-72.13,20.44,0
5.65,-70.17,20.43,0
5.02,-76.61,20.45,0
4.88,-81.21,20.51,0
4.31,-83.65,20.42,0
3.36,-88.81,20.55,0
3.15,-97.66,20.7,0
3.71,-98.12,20.71,0
4.42,-81.67,20.76,0
4.58,-75.5,20.6,0
5.14,-72.2,20.54,0
4.78,-69.75,20.54,0
4.19,-76.71,20.62,0
3.74,-71.75,21.13,0
4.39,-55.09,20.92,0
4.52,-44.84,21.05,0
4.04,-38,21.15,0
3.59,-51.85,21.21,0
4.02,-64.4,21.25,0
4.42,-70.25,21.21,0
4.91,-70.86,21.24,0
5.85,-67.67,21.33,0
6.21,-70.91,21.31,0
6.88,-69.46,21.31,0
6.22,-70.01,21.41,0
5.47,-76.61,21.39,0
5.6,-74.5,21.42,0
6.67,-77.16,21.5,0
6.96,-68.59,21.55,0
7.48,-63.49,21.52,0
7.75,-64.38,21.56,0
8.07,-64.54,21.62,0
8.52,-64.51,21.68,0
8.21,-65.77,21.7,0
8.45,-65.03,21.73,0
8.6,-67.1,21.75,0
7.49,-66.89,21.78,0
7.32,-70.08,21.82,0
7.46,-73.5,21.86,0
6.91,-76.31,21.83,0
7.04,-76.65,21.83,0
7.28,-73.53,21.84,0
7.22,-70.05,21.78,0
7.21,-66.04,21.77,0
8.05,-63.39,21.77,0
7.21,-63.45,21.73,0
7.15,-62.85,21.72,0
7.14,-60.91,21.73,0
7.5,-60.88,21.74,0
7.37,-60.5,21.76,0
7.38,-60.53,21.77,0
7.86,-61.43,21.79,0
7.73,-62.17,21.8,0
7.11,-61.07,21.79,0
6.74,-59.95,21.79,0
6.8,-59.53,21.79,0
7.41,-60.81,21.78,0
7.67,-58.94,21.72,0
7.95,-61.38,21.72,0
8.98,-60.78,21.69,0
8.87,-61.83,21.66,0
9.81,-63.82,21.61,0
10.84,-64.43,21.59,0
11.79,-60.9,21.2,0
11.04,-65.92,21.22,0
9.01,-70.51,21.43,0
7.9,-80.63,21.4,0
7.35,-77.27,21.41,0
7.78,-70.81,21.48,0
8.18,-70.46,21.56,0
8.56,-67.35,21.6,0
10.99,-63.63,21.88,0
11.96,-63.28,21.96,0
11.62,-63.96,21.92,0
13.29,-60.88,21.9,0
15,-59.23,21.9,0
14.67,-57.41,21.87,0
14.31,-57.11,21.82,0
12.75,-56.01,21.79,0
12.66,-56.76,21.83,0
12.75,-57.64,21.86,0
10.91,-60.18,21.8,0
8.44,-63.96,21.81,0
7.55,-63.71,21.85,0
8.23,-64.51,21.87,0
8.34,-62.21,21.9,0
7.12,-70.11,21.87,0
7.97,-68.66,21.9,0
7.92,-66.38,21.95,0
8.4,-68.38,22.02,0
8.14,-73.87,22.04,0
7.33,-73.25,22.07,0
7.03,-67.73,22.08,0
6.51,-63.01,22.11,0
6.85,-68.59,22.17,0
7.55,-66.96,22.31,0
8.42,-64.59,22.51,0
9.07,-59.79,22.5,0
9.2,-55.82,22.36,0
9.73,-56.48,22.31,0
10.6,-57.35,22.38,0
11.83,-58.65,22.42,0
11.76,-60.27,22.46,0
12.99,-61.9,22.49,0
13.98,-62.57,22.51,0
14.68,-61.35,22.47,0
13.33,-60.37,22.47,0
15.21,-61.29,22.5,0
15.38,-63.15,22.44,0
15.63,-63.06,22.38,0
15.57,-65.26,22.34,0
15.44,-64.79,22.3,0
15.03,-64.68,22.28,0
15.45,-65.65,22.2,0
15.49,-63.91,22.1,0
14.29,-61.35,22.05,0
16.16,-60.9,21.88,0
16.36,-62.14,21.84,0
16.01,-62.89,21.89,0
16.12,-60.91,21.75,0
16.37,-61,21.75,0
15.74,-61.61,21.77,0
14.69,-67.27,21.75,0
14.44,-68.48,21.62,0
14.34,-63.04,21.54,0
13.65,-61.01,21.54,0
13.7,-60.57,21.48,0
14.58,-61.29,21.44,0
13.86,-60.89,21.42,0
14.35,-60.81,21.42,0
14.74,-60.64,21.3,0
15.37,-60.58,21.35,0
15.08,-60.84,21.29,0
14.76,-61.29,21.28,0
14.04,-61.05,21.24,0
13.94,-60.72,21.22,0
12.98,-63.77,21.23,0
12.79,-65.85,21.18,0
12.02,-65.74,21.17,0
11.92,-65.34,21.14,0
11.46,-68.29,21.2,0
11.26,-66.73,21.19,0
11.6,-65.87,21.11,0
11.31,-64.3,21.09,0
10.52,-69.17,21.05,0
10.42,-68.5,21.03,0
11.37,-69.13,21.05,0
12.15,-68.25,21.01,0
11.24,-69.07,20.9,0
11.1,-67.49,20.87,0
10.59,-66.68,20.87,0
10.13,-64.68,20.93,0
10.65,-61.89,21,0
12.05,-60.93,20.91,0
11.55,-60.39,20.73,0
12.77,-60.99,20.87,0
12.43,-62.84,20.97,0
13.77,-59.28,20.92,0
12.55,-58.7,20.81,0
13.17,-59.78,20.87,0
13.78,-59.56,20.86,0
13.81,-61.39,20.95,0
13.87,-60.75,20.87,0
14.42,-60.58,20.86,0
14.83,-60.22,20.8,0
14,-61.57,20.86,0
14.27,-61.61,20.91,0
13.73,-61.15,20.97,0
14.89,-60.14,20.94,0
14.81,-61.3,20.96,0
15.49,-62.16,20.98,0
15.69,-64.48,20.94,0
16.05,-62.89,20.96,0
15.47,-61.26,21,0
14.76,-61.91,21.02,0
15.71,-62.18,21,0
14.43,-62.84,21.04,0
15.67,-63.95,21.03,0
14.8,-64.34,21.06,0
14.3,-64.1,21.1,0
13.9,-61.46,21.11,0
14.07,-59.21,21.06,0
13.7,-59.32,21.02,0
13.5,-61.89,21.03,0
13.64,-61.96,21.03,0
14.74,-62.26,21.04,0
14.27,-64,21.05,0
13.98,-64.3,21.1,0
13.28,-69.3,21.15,0
14.15,-68.76,21.17,0
13.58,-66.6,21.16,0
13.84,-66.25,21.16,0
15.73,-66.83,21.11,0
14.69,-63.82,21.03,0
15.33,-66.67,20.98,0
15,-65.6,20.96,0
15.1,-67.12,20.9,0
16.27,-66.96,20.83,0
15.73,-68.02,20.76,0
14.93,-68.45,20.73,0
15.19,-70.43,20.68,0
15.29,-70.46,20.65,0
15,-69.54,20.66,0
15.2,-71.23,20.67,0
14.65,-70.64,20.69,0
14.34,-71.5,20.65,0
13.03,-72.11,20.64,0
12.41,-69.9,20.65,0
12.78,-66.14,20.61,0
13.98,-65.61,20.59,0
14.69,-69.96,20.55,0
14.17,-70.4,20.53,0
14.43,-66.06,20.5,0
15.45,-66.91,20.49,0
15.8,-67.94,20.45,0
15.23,-65.5,20.45,0
16.12,-68.15,20.46,0
16.26,-65.77,20.44,0
17.04,-66.79,20.37,0
16.21,-66.99,20.36,0
16.66,-69.48,20.32,0
16.35,-66.1,20.33,0
15.85,-66.97,20.33,0
16.61,-65.91,20.3,0
16.55,-65.78,20.34,0
16.62,-67.28,20.37,0
14.65,-69.56,20.49,0
14.55,-72.45,20.51,0
13.68,-71.36,20.49,0
13.66,-69.35,20.46,0
13.11,-69.75,20.41,0
13.5,-70.76,20.38,0
12.98,-68.58,20.28,0
13.4,-67.7,20.22,0
15.06,-67.35,20.17,0
15.39,-70.85,20.11,0
14.34,-71.08,20.04,0
14.32,-70.37,20,0
15.51,-71.5,19.92,0
15.33,-69.56,19.92,0
15.25,-71.53,19.91,0
15.06,-72.19,19.93,0
16.13,-73.68,19.86,0
15.55,-66.33,19.88,0
16.12,-68.07,19.95,0
16.94,-70.07,19.97,0
16.61,-69.08,19.89,0
17.39,-70.02,19.87,0
16.81,-72.47,19.91,0
16.84,-71.53,19.93,0
17.62,-70.31,19.93,0
16.72,-74.51,20.02,0
17.85,-75.01,20.09,0
18.05,-72.55,20.18,0
18.65,-73.52,20.27,0
17.62,-73.01,20.33,0
16.68,-79.55,20.39,0
14.75,-80.04,20.48,0
14.25,-78.8,20.55,0
14.79,-77.19,20.6,0
14.56,-74.59,20.69,0
14.8,-74.98,20.68,0
14.97,-73.77,20.71,0
14.8,-73.6,20.8,0
14.11,-73.67,20.8,0
14.56,-71.59,20.77,0
14.2,-70.47,20.72,0
14.69,-70.21,20.61,0
14.06,-71.4,20.61,0
13.16,-72.73,20.56,0
12.25,-72.2,20.65,0
12.46,-66.11,20.62,0
12.26,-66.11,20.64,0
12,-61.18,20.59,0
11.77,-60.78,20.65,0
13.1,-60.34,20.51,0
13.54,-60.63,20.45,0
12.83,-60.33,20.5,0
12.87,-58.53,20.46,0
13.23,-60.72,20.48,0
13.49,-61.22,20.51,0
13.23,-63.21,20.53,0
11.82,-64.34,20.59,0
12.41,-63.59,20.59,0
12.25,-63.02,20.59,0
12.26,-63.83,20.59,0
12.53,-65,20.65,0
12.08,-64.14,20.72,0
11.84,-64.71,20.8,0
12.4,-63.04,20.83,0
11.55,-63.13,20.87,0
11.78,-60.96,20.73,0
11.87,-60.28,20.71,0
12.36,-61.4,20.78,0
12.12,-62,20.81,0
12.44,-60.15,20.83,0
12.2,-61.01,20.81,0
12.84,-61.06,20.76,0
11.17,-63.72,20.73,0
12.31,-60.93,20.72,0
11.92,-60.32,20.68,0
12.23,-61.48,20.63,0
12.32,-62.51,20.67,0
13.13,-62.54,20.66,0
12.75,-64.25,20.7,0
12.2,-64.45,20.72,0
13.33,-63.95,20.71,0
12.94,-64.13,20.73,0
13.11,-63.06,20.7,0
13.01,-59.69,20.65,0
13.53,-60.68,20.66,0
13.64,-61.76,20.68,0
14.3,-62.05,20.62,0
13.72,-64.96,20.69,0
13.81,-60.17,20.69,0
13.42,-58.78,20.66,0
14.52,-58.32,20.7,0
16.12,-60.47,20.75,0
16.85,-60.72,20.75,0
17.07,-60.45,20.74,0
16.4,-61.25,20.75,0
14.66,-58.69,20.77,0
14.42,-58.2,20.75,0
14.55,-59.42,20.78,0
14.42,-57.61,20.76,0
14.89,-57.82,20.8,0
15.72,-56.75,20.81,0
14.44,-57.07,20.81,0
15.09,-58.6,20.79,0
15.6,-57.83,20.78,0
15.94,-58.33,20.76,0
16.45,-58.2,20.81,0
16.68,-57.55,20.84,0
15.34,-55.87,20.83,0
16.65,-57,20.85,0
16.52,-56.96,20.83,0
17.16,-58.18,20.86,0
16.55,-59.08,20.81,0
14.83,-56.42,20.83,0
15.44,-55.92,20.79,0
15.8,-58.18,20.79,0
15.25,-58.77,20.75,0
15.18,-57.25,20.71,0
15.6,-57.66,20.69,0
14.52,-57.43,20.65,0
14.62,-57.36,20.63,0
12.9,-55.85,20.66,0
13.54,-58.65,20.64,0
13.84,-56.78,20.61,0
14.9,-57.85,20.62,0
14.65,-59.59,20.63,0
15.07,-59.61,20.65,0
14.47,-57.88,20.64,0
15.22,-57.98,20.63,0
16.02,-59.4,20.61,0
15.7,-59.56,20.6,0
16.14,-59.83,20.53,0
16.3,-59.79,20.56,0
16.48,-59.6,20.51,0
15.49,-59.14,20.51,0
14.6,-59.64,20.51,0
14.96,-58.83,20.47,0
14.9,-58.64,20.47,0
13.62,-59.95,20.41,0
12.12,-60.33,20.31,0
12.01,-60.81,20.37,0
12.61,-62.92,20.3,0
12.92,-65,20.29,0
12.39,-65.59,20.25,0
12.98,-61.95,20.19,0
12.6,-60.79,20.16,0
12.09,-59.7,20.18,0
12.25,-59.1,20.15,0
11.45,-59.34,20.2,0
11.75,-60.64,20.25,0
12.12,-58.53,20.22,0
12.86,-58.81,20.2,0
13.07,-58.52,20.16,0
13.03,-59.29,20.08,0
14.35,-57.57,20.05,0
16.03,-59.74,20.03,0
16.22,-60.67,20,0
15.22,-60.63,20.01,0
14.14,-61,20.05,0
14.45,-61.08,20.08,0
14.71,-60.35,20.11,0
14.61,-61.49,20.13,0
15.26,-63.54,20.18,0
15.94,-64.7,20.17,0
14.15,-62.26,20.23,0
14.32,-62.9,20.23,0
14.46,-65.13,20.28,0
13.21,-67.07,20.33,0
12.77,-62.95,20.43,0
12.96,-64.83,20.52,0
13.56,-64.66,20.57,0
12.81,-70.1,20.65,0
13.02,-69.58,20.7,0
12.18,-70.52,20.77,0
12.14,-66.27,20.8,0
11.64,-67.53,20.81,0
10.82,-70.19,20.85,0
11.11,-75.3,20.86,0
11.6,-75.64,20.89,0
10.34,-69.63,20.92,0
10.61,-70.02,20.91,0
11.04,-68.4,20.86,0
11.13,-65.17,20.86,0
10.85,-66.51,20.87,0
10.2,-66.28,20.92,0
9.56,-67.17,20.96,0
9.58,-66.69,21.01,0
9.63,-67.57,21.12,0
9.55,-67.2,21.24,0
9.44,-67.55,21.28,0
9.32,-67.42,21.29,0
8.99,-65.92,21.22,0
8.69,-67.87,21.26,0
8.26,-66.98,21.34,0
8.28,-64.32,21.4,0
8.3,-66.93,21.48,0
7.74,-66.84,21.46,0
6.98,-64.26,21.57,0
7.39,-61.15,21.4,0
8.61,-59.36,21.28,0
8.4,-60.47,21.31,0
8.17,-59.56,21.41,0
7.83,-57.92,21.52,0
8.13,-57.44,21.44,0
8.49,-58.94,21.35,0
8.17,-58.74,21.38,0
8.72,-57.15,21.38,0
8.73,-57.23,21.35,0
8.93,-56.63,21.34,0
9.24,-57.09,21.37,0
8.85,-56.22,21.42,0
8.57,-56.21,21.5,0
8.27,-55.91,21.55,0
8.02,-56.09,21.62,0
8.62,-56.09,21.6,0
9.21,-56.42,21.48,0
9.15,-55.27,21.45,0
9.13,-56.2,21.37,0
9.7,-57.44,21.32,0
9.63,-57.75,21.27,0
9.7,-56.6,21.29,0
9.81,-56.47,21.27,0
10.1,-55.39,21.18,0
10.32,-54.83,21.19,0
10.78,-54.49,21.22,0
10.07,-54.95,21.15,0
9.68,-55.61,21.08,0
9.55,-55.02,21.09,0
9.67,-54.57,21.1,0
9.21,-55.03,21.14,0
9.07,-54.92,21.18,0
8.96,-54.68,21.18,0
9.3,-55.71,21.22,0
9.48,-56.45,21.21,0
10.81,-56.6,21.28,0
10.22,-55.69,21.27,0
10.44,-56.5,21.28,0
10.2,-58.03,21.26,0
10.57,-58.84,21.23,0
10.35,-58.23,21.22,0
10.68,-58.42,21.22,0
9.79,-61.17,21.21,0
9.34,-60.56,21.21,0
8.91,-60.04,21.2,0
9.12,-57.48,21.2,0
9.21,-59.15,21.21,0
9.08,-62.02,21.21,0
8.83,-61.1,21.21,0
8.16,-61.94,21.21,0
7.59,-61.29,21.23,0
7.67,-62.94,21.21,0
8.32,-61.02,21.19,0
9.01,-58.98,21.19,0
8.77,-58.4,21.2,0
9.74,-58.51,21.2,0
9.54,-56.61,21.23,0
9.39,-55,21.28,0
9.62,-54.05,21.31,0
9.24,-53.61,21.3,0
8.72,-54.24,21.31,0
8.63,-53.22,21.29,0
8.54,-52.83,21.3,0
8.15,-53.72,21.31,0
7.76,-54.63,21.3,0
8.03,-56.93,21.3,0
8.17,-58.91,21.29,0
7.71,-60.14,21.29,0
7,-65.43,21.3,0
6.98,-66.33,21.31,0
7.43,-63.66,21.31,0
8.03,-62.23,21.31,0
8.03,-62.69,21.32,0
8.11,-63.6,21.33,0
8.86,-65.1,21.29,0
9.03,-63.55,21.33,0
8.9,-64.36,21.31,0
8.63,-63.37,21.31,0
8.36,-60.34,21.31,0
8.91,-60.37,21.31,0
8.95,-63.04,21.29,0
8.49,-68.87,21.3,0
8.09,-71.51,21.26,0
8.74,-71.99,21.23,0
8.87,-70.44,21.21,0
9.09,-70.21,21.2,0
9.15,-69.73,21.2,0
9.41,-64.77,21.2,0
8.76,-67.88,21.15,0
7.81,-71.86,21.17,0
7.86,-73.03,21.12,0
8.03,-69.67,21.1,0
7.87,-69.48,21.05,0
7.09,-75.88,21.05,0
6.65,-76.64,20.96,0
8.03,-65.6,20.97,0
8.68,-65.44,20.93,0
8.46,-67.93,20.84,0
7.8,-67.48,20.85,0
7.39,-68.16,20.91,0
6.54,-74.48,20.92,0
5.29,-84.42,21.16,0
4.77,-74.91,21.13,0
5.59,-56.37,21.17,0
5.15,-61.27,21.2,0
5.03,-60.92,21.35,0
5.04,-57.1,21.53,0
4.61,-55.74,21.71,0
4.75,-52.41,21.99,0
5.06,-50.54,22.04,0
5.41,-49.28,22.09,0
5.58,-51.58,22.08,0
6.1,-52.63,22,0
6.1,-48.87,22.15,0
7.02,-48.07,22.27,0
8.7,-48.88,22.23,0
9.31,-51.72,22.04,0
9.44,-55.49,21.86,0
10.14,-55.67,21.72,0
11.52,-56.46,21.61,0
11.47,-56.53,21.49,0
11.59,-57.79,21.44,0
11.05,-58.37,21.46,0
10.34,-58,21.53,0
9.69,-58.32,21.53,0
10.18,-58.91,21.63,0
10.51,-59.9,21.72,0
11.05,-58.95,21.76,0
10.37,-60.07,21.82,0
10.2,-62.05,21.92,0
9.61,-61.78,21.99,0
9.99,-61.49,22,0
9.82,-58.91,22.05,0
9.21,-58.9,22.07,0
8.8,-56.5,22.13,0
7.57,-50.09,22.43,0
7.86,-44.87,22.66,0
8.55,-43.01,22.75,0
8.74,-37.39,22.72,0
8.54,-37.3,22.74,0
8.04,-36.53,22.78,0
7.82,-37.47,22.78,0
8.2,-38.32,22.75,0
8.05,-39.45,22.79,0
8.68,-39.74,22.75,0
9.04,-44.13,22.7,0
9.04,-46.18,22.61,0
8.51,-45.05,22.62,0
8.99,-45.88,22.6,0
8.89,-46.8,22.54,0
9.15,-47.23,22.54,0
8.81,-46.39,22.58,0
8.8,-46.82,22.55,0
8.53,-46.59,22.58,0
8.32,-46.53,22.57,0
8.13,-46.83,22.57,0
7.48,-44.94,22.59,0
7.61,-42.72,22.61,0
7.19,-40.63,22.61,0
7.21,-39.07,22.6,0
6.95,-36.72,22.61,0
6.49,-38.83,22.65,0
6.35,-32.87,22.68,0
6.63,-25.13,22.78,0
6.79,-23.34,22.82,0
7.2,-24.81,22.8,0
7.35,-24.08,22.68,0
7.41,-24.72,22.63,0
7.2,-25.29,22.51,0
7.09,-29.74,22.4,0
7.11,-31.03,22.22,0
7.28,-30.73,21.99,0
7.01,-32.11,21.89,0
6.93,-34.46,21.87,0
6.61,-37.63,21.8,0
6.41,-42.9,21.8,0
6.07,-43.6,21.77,0
6.33,-44.81,21.79,0
6.03,-44.51,21.78,0
5.14,-44.05,21.77,0
4.32,-49.97,21.73,0
3.96,-53.14,21.71,0
4.84,-50.81,21.71,0
5.45,-51.38,21.7,0
5,-52.93,21.67,0
5.36,-54.11,21.56,0
5.41,-52.74,21.55,0
6.33,-52.9,21.56,0
6.87,-52.12,21.57,0
6.61,-51.9,21.56,0
6.38,-50.25,21.54,0
6.87,-52.87,21.53,0
6.76,-54.96,21.55,0
7.12,-54.45,21.54,0
7.12,-52.53,21.51,0
7.1,-53.9,21.5,0
7.28,-54.57,21.48,0
7.73,-55.42,21.42,0
7.84,-54.51,21.47,0
7.55,-54.83,21.49,0
6.56,-57.24,21.51,0
6.3,-56.34,21.59,0
5.57,-57.99,21.74,0
5.66,-59.94,21.76,0
5.59,-59.95,21.77,0
4.47,-62.4,21.75,0
4.68,-59.14,21.79,0
5.04,-54.97,21.76,0
5.61,-52.71,21.7,0
5.71,-53.97,21.69,0
5.59,-54.26,21.65,0
5.8,-54.25,21.59,0
5.9,-53.7,21.47,0
6.07,-52.54,21.3,0
7.07,-53.5,21.21,0
7.22,-54.65,21.2,0
8.3,-54.71,21.09,0
8.77,-54.72,21.01,0
8.83,-54.64,20.99,0
8.86,-53.74,20.98,0
8.55,-54.19,20.98,0
8.62,-55.2,20.98,0
8.42,-54.49,20.97,0
8.77,-55.59,20.9,0
9.07,-55.4,20.96,0
8.59,-56.6,20.91,0
8.37,-56.63,20.93,0
8.18,-56.71,20.92,0
7.37,-62.48,20.95,0
7.22,-64.74,20.93,0
7.24,-69.18,20.94,0
7.02,-80.98,20.86,0
7.48,-75.97,20.99,0
6.82,-74.62,20.97,0
6.4,-67.86,20.9,0
5.53,-68.74,20.83,0
5.39,-68.74,20.82,0
5.67,-66.21,20.76,0
5.55,-62.97,20.79,0
5.53,-65.43,20.78,0
5.15,-63.18,20.78,0
5.02,-62.02,20.81,0
6.17,-57.06,20.95,0
7.08,-55.16,21.08,0
6.6,-50.85,21.19,0
6.27,-50.31,21.32,0
5.9,-52.77,21.45,0
6.38,-60.98,21.38,0
6.28,-65.53,21.47,0
6.16,-62.37,21.55,0
6.48,-56.32,21.63,0
6.4,-54.26,21.8,0
6.48,-56.36,21.68,0
6.71,-57.2,21.65,0
6.58,-60.14,21.61,0
6.41,-59.93,21.67,0
6.63,-58.92,21.69,0
6.67,-58.23,21.76,0
6.76,-59.34,21.78,0
6.51,-56.93,21.85,0
6.21,-57.19,21.93,0
5.68,-63.49,21.99,0
4.75,-59.83,22.24,0
5.23,-56.44,22.38,0
5.02,-57.86,22.32,0
4.59,-54.55,22.77,0
3.79,-49.5,23.13,0
3.62,-43.4,23.44,0
3.2,-38.89,23.67,0
2.9,-35.97,23.89,0
3.66,-29.32,23.9,0
3.76,-24.02,23.75,0
4.09,-21.89,23.74,0
4.5,-20.83,23.62,0
4.23,-20.83,23.62,0
3.51,-18.17,23.71,0
3.49,-18.16,23.81,0
3.5,-18.45,23.92,0
3.25,-15.88,23.92,0
3.23,-7.8,23.99,0
3.67,-6.51,23.96,0
3.74,-5.78,23.92,0
3.64,-6.82,23.95,0
2.92,-2.72,24.26,0
3.25,-4.48,24.39,0
3,-1.92,24.63,0
2.96,2.59,24.81,0
3.02,-0.65,25.07,0
3.24,-2.73,24.92,0
3.51,-3.51,24.72,0
3.64,-1.54,24.58,0
3.81,-3.44,24.42,0
3.49,-1.24,24.51,0
3.27,2.33,24.59,0
2.74,5.08,24.76,0
3.02,11.22,24.84,0
2.71,11.01,24.8,0
2.81,17.36,24.92,0
2.77,7.08,24.91,0
3.44,-1.44,24.6,0
4.18,-2.05,24.31,0
4.23,-2.81,24.2,0
3.91,0.7,24.31,0
3.33,10.47,24.3,0
3.41,3.86,24.4,0
2.81,4.8,24.45,0
3.1,7.19,24.41,0
3,19.28,24.47,0
3.21,20.43,24.49,0
3.31,30.75,24.46,0
4.21,35.04,24.04,0
3.89,38.36,23.86,0
4.08,43.35,23.57,0
4.24,50.02,23.47,0
4.32,48.14,23.25,0
4.33,48.6,23.05,0
4.75,45.68,22.83,0
6.14,43,22.6,0
5.91,46.64,22.65,0
5.29,47.01,22.41,0
5.06,49.95,22.48,0
4.84,50.64,22.48,0
5.42,55.18,22.46,0
5.88,56.74,22.41,0
6.15,58.01,22.41,0
5.97,56.96,22.43,0
5.47,57.03,22.43,0
5.75,59.3,22.46,0
6.8,59.88,22.54,0
7.07,60.05,22.64,0
6.94,59.15,22.61,0
6.73,59.96,22.53,0
6.55,58.44,22.5,0
6.09,58.58,22.49,0
5.02,57.39,22.51,0
5,59.01,22.5,0
4.84,60.75,22.52,0
4.62,61.73,22.54,0
4.45,59.77,22.5,0
4.74,53.16,22.5,0
4.13,48.16,22.47,0
5.16,46.66,22.41,0
5.09,48.99,22.44,0
4.94,51.14,22.43,0
5.78,55.63,22.45,0
5.99,55.98,22.48,0
5.99,58.79,22.45,0
5.12,62.22,22.44,0
5.39,57.69,22.42,0
5.56,57.42,22.4,0
5.66,59.09,22.4,0
5.56,59.49,22.41,0
5.2,62.69,22.4,0
5.81,63.99,22.35,0
5.68,68.13,22.34,0
6.41,64.08,22.33,0
6.19,65.55,22.38,0
6.11,65.08,22.33,0
5.54,67.23,22.31,0
5.3,67.62,22.32,0
5.01,68.42,22.3,0
4.4,66.01,22.3,0
3.7,68.61,22.29,0
3.18,68.35,22.23,0
3.35,70.72,22.2,0
2.54,72.21,22.18,0
2.6,80.87,22.01,0
2.22,91.83,22.1,0
1.67,110.95,22.18,0
1.73,104.92,22.04,0
1.46,105.44,22.12,0
1.49,130.05,22.25,0
2.33,125.14,22.3,0
2,130.48,22.29,0
1.45,121.12,22.21,0
1.92,101.41,22.11,0
1.78,102.59,22.14,0
1.77,99.1,22.13,0
1.83,100.79,22.12,0
1.61,100.22,22.07,0
1.92,98.48,22.09,0
2.06,113.62,22.1,0
1.77,112.38,22.1,0
2.35,110.38,22.1,0
2.31,116.65,22.1,0
1.73,132.1,22.18,0
